"MTurkCode","listNum","total_goal","goal","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
92099,5,5,1,7,7,6,1,7,7,7,7,7,7,1,4,7,7,4,7,3,7,7,1,2,7,7,7,7,6,7,4,7,7,7,7,1,1,7,7,7,7,3,7,7
92099,5,5,2,7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,3,7,7,1,1,7,7,7,7,8,7,7,7,7,7,7,1,1,7,7,7,7,4,7,4
92099,5,5,3,4,1,11,1,4,6,7,7,4,7,1,4,7,7,7,7,NA,NA,1,1,1,7,7,7,7,8,7,1,7,7,1,7,1,3,7,7,7,1,NA,7,4
92099,5,5,4,7,7,11,1,7,6,4,7,7,7,1,4,6,7,1,7,3,NA,1,1,1,7,7,4,7,8,7,7,4,7,2,1,1,1,7,7,4,7,NA,4,7
92099,5,5,5,7,7,12,1,7,7,7,7,7,7,1,4,4,7,1,7,3,NA,1,1,1,7,7,4,7,8,7,4,4,7,1,4,1,1,7,7,4,7,4,4,1
92357,5,7,1,7,7,9,7,7,7,7,7,7,5,1,4,7,3,6,7,1,7,1,1,2,7,7,7,7,6,7,2,1,7,7,6,7,1,7,7,7,4,3,7,7
92357,5,7,2,7,7,7,1,7,7,7,7,7,3,1,5,7,7,7,7,3,7,1,3,1,7,7,7,7,6,7,1,1,7,7,7,7,1,7,7,7,7,4,7,7
92357,5,7,3,7,7,8,1,7,7,7,7,7,6,2,4,7,7,7,7,3,NA,1,3,1,7,7,7,7,7,7,1,1,7,7,7,7,3,7,7,7,7,3,7,7
92357,5,7,4,4,7,6,1,6,6,7,7,7,6,1,7,7,7,7,4,1,NA,7,3,1,7,7,7,7,8,7,1,7,7,7,7,7,1,7,7,7,4,4,7,7
92357,5,7,5,7,7,8,1,6,6,7,7,7,5,1,7,7,7,7,7,3,NA,6,3,1,7,7,7,7,6,7,7,1,7,7,7,7,1,7,7,7,7,4,7,7
92415,4,4,1,6,6,11,7,6,6,6,6,7,4,1,4,4,7,6,6,3,4,1,3,1,6,7,6,7,4,4,5,4,1,7,3,4,3,4,6,7,7,3,2,6
92415,4,4,2,6,6,10,7,5,6,6,6,6,7,1,7,3,7,4,6,3,2,4,3,2,6,6,5,6,4,7,4,4,4,7,6,1,5,6,6,6,7,3,4,4
92415,4,4,3,7,7,9,1,6,6,7,4,7,7,1,2,7,7,3,2,3,NA,7,1,1,7,7,4,7,6,4,6,2,7,1,7,1,4,4,7,7,7,1,4,2
92415,4,4,4,5,NA,7,1,6,6,7,5,7,7,2,3,5,6,6,5,1,NA,6,3,1,7,7,3,7,6,4,2,6,4,6,7,6,5,6,7,7,2,2,5,7
92765,3,3,1,4,5,7,2,3,3,5,5,4,4,2,2,1,6,4,3,1,1,1,2,1,4,4,2,4,4,2,1,1,2,5,4,1,2,2,6,4,6,2,3,3
92765,3,3,2,3,7,6,5,5,5,4,6,4,5,2,3,2,5,5,5,3,1,1,2,1,5,5,6,5,6,2,4,2,4,6,3,1,3,3,5,5,7,2,2,1
92765,3,3,3,3,7,6,4,NA,4,2,5,3,4,4,2,1,5,4,2,3,NA,1,3,1,5,4,3,3,4,2,5,1,3,6,2,1,4,3,7,5,7,3,2,1
92931,1,3,1,4,7,6,7,5,5,3,5,6,7,3,4,2,5,4,3,3,5,1,1,1,4,7,4,6,1,5,1,1,4,7,4,1,3,5,5,5,7,3,4,4
93067,3,3,1,7,7,11,7,7,7,7,7,7,7,1,1,4,7,7,7,1,7,7,1,1,7,7,7,7,8,1,7,1,7,7,7,4,1,7,7,7,7,3,7,7
93067,3,3,2,7,7,9,7,7,7,7,7,7,7,1,1,7,4,7,7,3,7,7,1,NA,7,7,7,7,7,5,7,1,7,7,7,7,1,7,7,7,7,3,7,7
93067,3,3,3,7,7,8,7,7,7,7,7,7,7,1,1,7,4,7,7,3,NA,7,1,1,7,7,7,7,8,7,7,1,7,7,7,4,1,7,7,7,7,4,7,7
93309,5,10,1,7,7,9,1,6,6,1,7,7,7,2,1,4,5,5,4,1,7,5,1,2,6,7,7,7,1,5,1,7,3,7,6,7,4,5,5,7,7,3,7,7
93309,5,10,2,7,7,10,1,6,7,7,7,7,7,3,7,1,7,3,1,NA,7,7,2,1,7,7,7,7,2,7,7,7,7,7,7,7,5,7,7,7,7,2,7,1
93309,5,10,3,3,7,7,7,7,7,7,7,7,4,7,7,1,7,7,6,3,NA,5,3,2,7,7,7,7,7,7,7,7,4,2,1,1,7,7,4,5,7,2,7,1
93309,5,10,4,7,7,10,1,7,7,1,6,7,7,1,7,1,7,2,6,3,NA,7,3,1,7,7,7,7,4,7,7,7,7,6,6,7,4,7,7,7,7,4,7,5
93309,5,10,5,7,7,6,7,7,7,1,5,7,5,7,7,4,7,6,7,3,NA,1,3,2,7,7,5,7,6,7,4,7,7,7,1,4,7,7,5,4,7,3,7,2
93470,3,3,1,6,7,10,7,5,6,7,5,6,5,4,3,4,6,4,6,2,5,7,3,2,6,6,5,7,6,6,2,6,7,7,3,3,3,7,6,7,6,3,7,5
93470,3,3,2,5,7,6,7,7,6,7,5,5,7,4,4,5,7,6,5,2,7,3,3,2,7,6,3,7,8,6,2,7,7,4,5,3,5,7,5,7,6,4,6,4
93470,3,3,3,6,7,8,3,5,6,6,6,6,5,3,5,5,5,4,4,3,NA,5,3,1,7,6,6,6,6,6,3,4,7,6,5,3,4,5,5,6,5,3,6,4
94107,5,6,1,6,6,7,1,6,5,7,6,7,4,3,6,4,7,7,7,2,5,6,1,1,6,6,5,7,1,3,4,2,5,7,5,2,4,5,6,6,7,3,4,4
94107,5,6,2,6,7,9,7,6,6,6,6,7,5,2,3,4,7,4,4,3,5,3,1,2,6,7,6,7,4,6,4,5,1,7,3,1,4,6,5,1,7,3,5,1
94107,5,6,3,6,7,6,5,6,7,7,6,6,5,1,2,4,7,7,6,2,NA,7,3,1,4,6,5,7,8,4,2,2,2,7,6,2,7,7,7,7,7,4,6,3
94107,5,6,4,7,7,10,3,7,6,7,7,7,4,1,4,5,7,7,3,2,NA,1,2,1,7,7,7,6,5,7,5,1,7,7,5,1,4,4,7,6,7,3,6,1
94107,5,6,5,6,7,12,5,6,6,4,6,6,3,1,2,3,5,5,7,2,NA,4,2,1,3,6,6,6,4,2,5,2,4,7,5,2,5,4,7,7,6,3,5,1
94247,3,3,1,7,7,7,5,7,7,6,6,7,1,2,3,6,NA,4,4,2,7,2,3,1,7,7,6,7,8,7,6,5,7,7,5,2,6,7,7,7,4,NA,7,7
94247,3,3,2,5,6,6,4,6,7,7,6,6,7,2,4,2,7,6,3,3,7,7,3,1,7,7,5,7,8,7,4,5,7,7,4,4,6,7,7,7,5,NA,7,7
94247,3,3,3,5,7,8,3,7,7,7,5,7,7,3,4,2,7,6,3,2,NA,7,3,1,7,7,5,7,8,5,1,7,7,4,4,4,6,7,7,7,2,NA,7,7
94669,1,2,1,4,7,10,4,7,7,4,6,7,3,1,3,7,4,7,5,1,5,1,1,1,7,7,3,7,8,6,4,4,7,6,4,1,4,7,6,4,7,3,7,4
94931,4,4,1,4,1,11,7,6,6,6,7,6,6,3,4,2,6,5,6,3,2,1,3,2,6,6,6,6,8,6,2,4,4,7,5,2,4,6,6,6,6,3,5,4
94931,4,4,2,7,4,11,1,6,6,6,7,7,7,2,6,2,7,2,2,3,6,2,3,1,4,7,7,6,8,7,2,4,4,7,6,2,6,6,7,7,7,NA,4,6
94931,4,4,3,4,7,7,7,5,6,7,5,7,4,5,3,1,7,6,6,3,NA,6,1,2,6,7,5,7,6,7,1,7,6,7,7,6,4,7,4,7,7,3,7,4
94931,4,4,4,3,7,6,7,6,6,6,6,6,6,4,4,2,7,5,6,3,NA,6,3,2,6,6,5,7,8,5,1,6,6,7,5,6,3,2,4,7,7,3,6,3
95134,5,5,1,7,6,10,1,6,5,6,6,6,5,1,6,2,6,3,4,3,4,2,2,1,5,6,6,5,8,5,5,2,6,6,6,2,2,4,6,6,6,4,5,6
95134,5,5,2,7,7,10,1,6,6,6,6,6,6,1,6,2,7,3,4,3,5,5,1,1,6,6,6,6,8,6,6,3,6,7,6,5,2,6,6,5,6,4,5,5
95134,5,5,3,6,6,9,1,6,6,5,6,6,5,2,6,4,5,5,5,NA,NA,6,1,1,6,6,6,6,5,5,6,5,6,6,6,6,4,6,6,7,6,4,6,6
95134,5,5,4,6,6,9,1,6,5,4,6,5,4,2,3,1,6,4,4,3,NA,3,3,1,5,4,7,4,6,3,4,1,3,6,4,2,4,4,6,4,6,3,3,6
95134,5,5,5,5,6,9,6,4,4,2,6,5,4,2,3,2,6,5,5,3,NA,2,1,1,4,5,6,4,2,3,5,2,4,7,5,3,3,2,5,5,6,3,4,3
95193,5,6,1,6,7,11,3,7,6,1,6,7,1,2,5,5,7,4,5,2,7,1,1,1,4,7,4,7,4,7,1,1,7,7,5,1,2,7,7,7,7,3,6,7
95193,5,6,2,7,7,10,3,6,6,6,7,7,1,1,7,7,7,7,4,1,7,1,1,1,7,7,6,7,4,7,1,1,7,3,4,1,2,7,7,6,4,4,6,7
95193,5,6,3,7,6,7,3,6,6,7,6,6,4,1,7,3,7,1,4,1,NA,1,1,1,7,6,4,6,6,7,5,1,6,5,6,1,3,1,7,5,6,4,4,4
95193,5,6,4,6,6,10,3,6,7,4,5,6,5,1,5,7,5,3,4,1,NA,1,1,1,6,7,5,7,6,6,7,1,7,5,5,1,2,6,7,7,7,3,5,6
95193,5,6,5,7,5,12,1,6,7,7,6,7,5,1,5,5,7,2,5,1,NA,1,1,1,6,7,6,6,6,7,7,1,7,6,5,1,2,3,7,6,4,3,4,6
95300,2,2,1,4,7,6,5,7,6,4,6,6,7,6,3,4,NA,4,4,3,4,4,1,2,5,6,6,7,7,5,2,2,4,5,4,2,3,4,5,5,6,2,4,2
95300,2,2,2,6,7,9,6,7,7,6,7,6,7,3,6,4,6,4,3,3,2,2,1,2,3,5,NA,7,7,1,7,6,4,3,6,1,3,6,6,7,7,3,4,NA
95989,2,2,1,6,7,8,6,5,5,7,7,5,7,3,2,4,7,4,5,2,3,4,1,2,5,4,5,5,6,5,1,4,6,7,4,2,2,4,7,7,4,3,5,3
95989,2,2,2,4,7,7,3,5,5,6,6,5,5,3,2,5,3,5,6,3,4,3,1,1,4,5,5,5,6,2,2,3,5,6,4,2,2,4,5,6,6,3,3,2
96044,3,3,1,4,7,9,6,5,6,7,6,6,7,1,1,4,7,4,6,3,1,1,2,2,6,4,5,5,7,2,3,4,5,7,5,3,5,4,6,7,6,2,3,3
96044,3,3,2,2,7,6,7,6,4,3,6,4,7,2,1,3,7,5,4,2,2,1,1,2,5,3,3,5,8,1,7,1,3,6,4,1,4,5,3,6,5,3,2,6
96044,3,3,3,7,7,10,7,4,2,5,7,3,5,3,2,2,7,1,2,3,NA,1,1,2,4,3,2,3,4,3,5,1,5,7,5,1,2,1,7,5,5,2,1,5
97247,2,2,1,5,7,7,1,7,7,7,7,5,7,3,1,6,7,7,7,1,1,4,3,1,7,6,5,7,8,5,1,5,2,7,1,1,7,7,7,7,5,3,3,5
97247,2,2,2,6,1,8,1,7,7,7,7,4,7,1,2,5,7,4,1,3,4,5,3,1,5,7,3,5,8,7,1,7,1,7,5,5,7,7,5,7,7,4,5,1
97443,4,4,1,4,4,9,7,7,7,1,6,7,3,4,3,7,7,7,4,1,7,1,3,1,5,7,7,7,8,1,7,1,5,4,1,1,4,7,7,5,7,4,4,7
97443,4,4,2,7,7,10,7,6,6,3,7,7,2,4,4,4,7,4,7,3,7,5,2,1,1,7,7,7,7,7,2,1,1,4,7,5,3,4,7,7,7,3,6,7
97443,4,4,3,1,7,6,7,7,7,7,7,7,5,1,5,7,7,7,5,3,NA,7,3,2,7,7,7,7,8,6,1,3,7,7,5,1,3,7,7,7,7,3,7,4
97443,4,4,4,2,7,6,7,7,7,7,5,7,1,7,7,7,5,7,7,3,NA,7,3,2,7,7,7,7,8,7,1,7,7,2,1,1,4,7,5,7,7,4,7,7
97837,3,3,1,4,7,9,4,7,6,7,5,7,4,2,1,5,7,7,5,1,3,4,2,NA,4,7,7,7,4,5,4,5,3,4,3,1,3,4,7,5,7,3,6,4
97837,3,3,2,5,7,11,4,6,6,1,6,7,4,1,4,1,4,6,6,NA,4,1,1,1,1,7,6,7,2,7,4,1,3,7,7,5,1,7,7,4,7,2,7,6
97837,3,3,3,5,4,11,4,5,6,1,7,4,3,2,4,1,7,4,4,3,NA,1,1,NA,1,5,6,4,1,2,4,1,1,7,1,1,3,3,7,4,7,3,4,1
98095,5,5,1,5,7,8,1,7,5,5,6,4,3,5,2,5,6,5,6,3,5,1,1,2,4,6,7,4,6,4,4,7,4,6,5,1,1,2,5,5,4,3,5,6
98095,5,5,2,3,7,7,3,6,6,5,5,6,5,3,5,2,5,6,6,2,6,7,3,1,7,4,5,6,8,5,1,6,5,4,6,6,7,3,5,6,6,3,5,7
98095,5,5,3,5,7,6,7,6,7,5,5,6,4,2,3,4,4,6,6,1,NA,4,1,2,6,5,6,7,8,6,2,1,5,6,4,3,2,3,5,2,6,4,4,5
98095,5,5,4,5,6,10,5,7,6,6,6,7,7,4,6,4,7,6,6,3,NA,6,2,2,6,6,5,7,4,7,6,2,5,7,7,5,1,1,5,5,6,3,6,7
98095,5,5,5,5,6,8,1,6,6,6,5,6,6,3,2,1,7,6,5,3,NA,6,3,1,5,5,4,7,6,5,6,2,6,5,7,3,6,3,5,6,5,4,5,6
98305,2,2,1,5,7,8,6,6,6,7,6,7,5,3,5,6,6,4,4,2,7,3,1,1,6,7,6,7,7,6,3,5,5,6,6,2,2,7,5,6,6,4,5,6
98305,2,2,2,6,7,9,6,6,7,6,6,7,6,2,4,7,6,5,6,1,7,1,1,NA,6,7,6,7,7,7,5,2,6,6,6,1,2,7,6,6,6,3,4,6
98405,3,3,1,5,7,9,4,6,6,7,5,6,7,1,2,2,7,4,6,3,2,2,1,2,4,5,5,5,1,5,4,5,4,7,4,2,2,6,6,4,7,2,4,2
98405,3,3,2,7,4,10,7,6,7,7,7,7,4,1,4,3,7,4,6,3,1,4,1,1,7,7,7,7,6,7,4,4,7,7,4,1,1,7,7,7,7,3,6,1
98405,3,3,3,4,4,8,7,7,7,5,5,7,4,1,1,2,7,7,7,3,NA,1,3,2,6,6,5,6,7,5,6,4,7,7,4,1,4,7,7,4,7,3,6,1
98582,5,5,1,5,7,8,3,5,6,6,5,6,4,1,2,3,6,3,5,3,3,4,1,1,6,6,6,6,4,5,4,1,4,6,3,1,2,4,6,5,7,4,3,2
98582,5,5,2,3,7,9,7,6,6,7,4,7,4,1,2,4,3,4,3,3,5,4,1,2,6,7,6,7,6,5,1,1,2,6,4,1,1,4,5,5,7,3,6,5
98582,5,5,3,4,6,5,7,6,5,6,4,6,5,2,1,2,3,6,4,1,NA,4,2,2,2,6,4,6,7,5,1,1,1,4,4,1,2,4,4,4,6,3,4,6
98582,5,5,4,3,7,7,6,6,5,7,5,4,6,1,1,2,5,3,5,3,NA,4,1,2,5,6,4,5,5,4,1,1,1,6,1,2,3,5,5,4,7,3,4,1
98582,5,5,5,4,7,8,6,7,5,6,4,7,5,1,1,6,6,5,4,1,NA,3,1,1,7,6,4,6,6,2,4,4,6,4,3,2,2,7,6,4,4,3,5,4
98715,5,6,1,7,7,7,5,6,6,6,7,6,4,1,3,3,6,3,5,3,1,1,3,1,7,6,6,6,5,3,7,1,3,7,4,1,4,4,7,4,3,2,4,1
98715,5,6,2,4,7,6,7,5,5,5,3,6,6,2,6,5,6,5,4,2,5,3,1,2,5,7,3,7,6,7,3,3,3,5,7,2,4,7,6,6,4,3,6,7
98715,5,6,3,5,7,10,5,6,6,5,6,7,5,3,4,5,6,4,4,3,NA,1,1,2,4,7,6,7,6,2,3,1,3,7,4,1,1,3,6,6,7,3,6,5
98715,5,6,4,6,6,5,3,5,5,5,4,3,2,3,3,2,5,4,3,3,NA,1,1,1,5,5,4,4,4,2,7,1,5,6,4,1,4,3,5,4,4,3,3,2
98715,5,6,5,6,3,8,1,6,6,6,6,6,5,1,3,4,6,3,3,1,NA,1,1,1,5,6,3,6,4,5,3,1,2,4,5,1,3,4,6,6,6,NA,5,2
99305,3,5,1,4,4,6,4,4,3,3,4,3,5,4,4,5,7,7,5,2,4,4,1,1,6,4,5,4,8,5,4,4,4,4,2,4,6,4,4,5,4,3,4,4
99305,3,5,2,4,NA,6,4,4,1,5,4,4,7,4,4,7,3,6,4,NA,7,4,2,2,4,4,4,4,8,4,5,5,4,4,4,5,4,7,4,7,4,4,4,4
99305,3,5,3,4,2,6,4,4,5,4,4,6,3,4,4,4,5,4,4,NA,NA,4,1,1,5,4,4,4,8,4,4,4,4,5,4,4,3,4,5,5,2,4,4,4
99482,3,3,1,5,7,7,7,7,7,3,6,7,7,1,2,4,3,6,5,3,7,6,1,2,7,6,5,7,6,7,3,5,3,7,6,7,1,6,6,7,7,3,7,6
99482,3,3,2,7,6,9,3,7,7,7,6,7,6,1,4,2,7,3,4,3,7,6,2,1,2,4,6,7,4,5,2,6,5,7,4,3,5,7,6,7,7,3,7,2
99482,3,3,3,7,6,11,4,5,5,7,7,7,5,1,2,6,7,3,3,1,NA,7,1,2,2,6,5,6,6,2,2,1,2,7,6,3,3,6,7,4,3,3,4,7
99523,5,5,1,7,7,11,1,7,7,7,7,7,1,1,7,7,7,4,7,2,7,7,3,1,7,7,7,7,4,7,1,7,7,7,7,4,4,7,7,7,7,2,7,7
99523,5,5,2,7,7,11,1,7,7,7,7,7,1,1,7,7,7,7,7,2,4,7,3,1,7,7,7,7,6,7,1,7,7,7,7,1,4,7,7,7,7,3,7,4
99523,5,5,3,7,7,11,1,7,7,7,7,7,1,7,7,7,7,4,7,2,NA,7,3,1,7,7,7,7,6,7,7,7,7,7,4,1,4,7,7,7,7,3,7,1
99523,5,5,4,7,7,11,1,7,7,7,7,7,1,1,7,7,7,7,7,2,NA,7,3,1,7,7,7,7,6,7,1,7,7,7,4,4,4,7,7,4,7,3,7,1
99523,5,5,5,7,7,12,1,7,7,7,7,7,1,1,7,7,7,4,7,2,NA,7,2,1,7,7,7,7,4,7,4,7,7,7,4,4,4,7,7,7,7,3,7,1
