"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"Lose 10 to 20 pounds in the next 6 months","Clarity",NA,NA,NA,NA,NA,NA,5.16666666666667,5.16666666666667
"Lose 10 to 20 pounds in the next 6 months","Consensus",NA,NA,NA,NA,NA,NA,2,2.75
"Lose 10 to 20 pounds in the next 6 months","External",NA,NA,NA,NA,NA,NA,3.4,4.2
"Lose 10 to 20 pounds in the next 6 months","Value",NA,NA,NA,NA,NA,NA,3.77777777777778,3.375
"Lose 15 pounds by Labor Day (9/6/2021)","Clarity",NA,7.16666666666667,NA,NA,NA,NA,NA,5.16666666666667
"Lose 15 pounds by Labor Day (9/6/2021)","Consensus",NA,1.75,NA,NA,NA,NA,NA,1.75
"Lose 15 pounds by Labor Day (9/6/2021)","External",NA,4.8,NA,NA,NA,NA,NA,2.6
"Lose 15 pounds by Labor Day (9/6/2021)","Value",NA,3.77777777777778,NA,NA,NA,NA,NA,3.125
"Lose 15 pounds in four months","Clarity",NA,NA,NA,4.66666666666667,NA,NA,5.83333333333333,NA
"Lose 15 pounds in four months","Consensus",NA,NA,NA,2.5,NA,NA,2.5,NA
"Lose 15 pounds in four months","External",NA,NA,NA,3,NA,NA,4,NA
"Lose 15 pounds in four months","Value",NA,NA,NA,2.66666666666667,NA,NA,3.66666666666667,NA
"lose 15 pounds in three months","Clarity",NA,NA,6.33333333333333,NA,NA,5.83333333333333,NA,NA
"lose 15 pounds in three months","Consensus",NA,NA,4.75,NA,NA,2.75,NA,NA
"lose 15 pounds in three months","External",NA,NA,4.8,NA,NA,4.8,NA,NA
"lose 15 pounds in three months","Value",NA,NA,4.55555555555556,NA,NA,4.33333333333333,NA,NA
"Lose 20 pounds in 3 months by getting my weight below 220","Clarity",5.66666666666667,NA,NA,NA,7,NA,NA,NA
"Lose 20 pounds in 3 months by getting my weight below 220","Consensus",3.25,NA,NA,NA,1.75,NA,NA,NA
"Lose 20 pounds in 3 months by getting my weight below 220","External",1,NA,NA,NA,4.6,NA,NA,NA
"Lose 20 pounds in 3 months by getting my weight below 220","Value",3.11111111111111,NA,NA,NA,6.11111111111111,NA,NA,NA
"lose 30 pounds","Clarity",NA,6.8,NA,NA,NA,NA,5.16666666666667,NA
"lose 30 pounds","Consensus",NA,2.25,NA,NA,NA,NA,2,NA
"lose 30 pounds","External",NA,5.6,NA,NA,NA,NA,4.2,NA
"lose 30 pounds","Value",NA,4.88888888888889,NA,NA,NA,NA,4.55555555555556,NA
"Lose 50 pounds within the next 8 months","Clarity",NA,NA,NA,NA,NA,NA,5.66666666666667,NA
"Lose 50 pounds within the next 8 months","Consensus",NA,NA,NA,NA,NA,NA,1.5,NA
"Lose 50 pounds within the next 8 months","External",NA,NA,NA,NA,NA,NA,3.6,NA
"Lose 50 pounds within the next 8 months","Value",NA,NA,NA,NA,NA,NA,4.66666666666667,NA
"Lose a decent amount of weight.","Clarity",NA,NA,NA,NA,6.5,NA,NA,5
"Lose a decent amount of weight.","Consensus",NA,NA,NA,NA,4,NA,NA,3.5
"Lose a decent amount of weight.","External",NA,NA,NA,NA,4.4,NA,NA,5
"Lose a decent amount of weight.","Value",NA,NA,NA,NA,3.55555555555556,NA,NA,5
"Lose thirty pounds three months","Clarity",NA,NA,NA,NA,6.66666666666667,NA,NA,NA
"Lose thirty pounds three months","Consensus",NA,NA,NA,NA,3,NA,NA,NA
"Lose thirty pounds three months","External",NA,NA,NA,NA,5,NA,NA,NA
"Lose thirty pounds three months","Value",NA,NA,NA,NA,5.55555555555556,NA,NA,NA
"Lose weight","Clarity",NA,NA,6.5,NA,NA,4.66666666666667,NA,NA
"Lose weight","Consensus",NA,NA,4.75,NA,NA,4,NA,NA
"Lose weight","External",NA,NA,4.5,NA,NA,4.6,NA,NA
"Lose weight","Value",NA,NA,5,NA,NA,5,NA,NA
"Lose weight.","Clarity",NA,NA,4.83333333333333,NA,6.16666666666667,NA,NA,NA
"Lose weight.","Consensus",NA,NA,4.5,NA,4,NA,NA,NA
"Lose weight.","External",NA,NA,2,NA,4.6,NA,NA,NA
"Lose weight.","Value",NA,NA,4.33333333333333,NA,4.11111111111111,NA,NA,NA
"Lose weight. I need to lose weight to feel better about myself.","Clarity",4.66666666666667,NA,NA,NA,NA,NA,NA,4.83333333333333
"Lose weight. I need to lose weight to feel better about myself.","Consensus",3.25,NA,NA,NA,NA,NA,NA,4.25
"Lose weight. I need to lose weight to feel better about myself.","External",3.2,NA,NA,NA,NA,NA,NA,5.2
"Lose weight. I need to lose weight to feel better about myself.","Value",3.33333333333333,NA,NA,NA,NA,NA,NA,5.75
"Losing weight until I reach my goal weight.","Clarity",NA,NA,NA,4.83333333333333,NA,NA,NA,4
"Losing weight until I reach my goal weight.","Consensus",NA,NA,NA,2.75,NA,NA,NA,4.25
"Losing weight until I reach my goal weight.","External",NA,NA,NA,3.2,NA,NA,NA,4.2
"Losing weight until I reach my goal weight.","Value",NA,NA,NA,3.22222222222222,NA,NA,NA,5.25
"Make $70/week on MTurk until I find a new job","Clarity",NA,NA,4.5,NA,6.83333333333333,NA,NA,NA
"Make $70/week on MTurk until I find a new job","Consensus",NA,NA,2.25,NA,3.75,NA,NA,NA
"Make $70/week on MTurk until I find a new job","External",NA,NA,4,NA,4.6,NA,NA,NA
"Make $70/week on MTurk until I find a new job","Value",NA,NA,3.125,NA,4.55555555555556,NA,NA,NA
"Make a career switch","Clarity",NA,NA,4.16666666666667,NA,NA,NA,NA,3.33333333333333
"Make a career switch","Consensus",NA,NA,3.5,NA,NA,NA,NA,2.25
"Make a career switch","External",NA,NA,4.33333333333333,NA,NA,NA,NA,5
"Make a career switch","Value",NA,NA,4.42857142857143,NA,NA,NA,NA,5.625
"make a food plan for the week when I go back to work","Clarity",6.66666666666667,NA,NA,NA,NA,5.83333333333333,NA,NA
"make a food plan for the week when I go back to work","Consensus",2.25,NA,NA,NA,NA,2.75,NA,NA
"make a food plan for the week when I go back to work","External",1.6,NA,NA,NA,NA,5,NA,NA
"make a food plan for the week when I go back to work","Value",3.11111111111111,NA,NA,NA,NA,4.11111111111111,NA,NA
"Make at least $100 average weekly.","Clarity",NA,NA,NA,NA,7.66666666666667,4.83333333333333,NA,NA
"Make at least $100 average weekly.","Consensus",NA,NA,NA,NA,3.75,2.5,NA,NA
"Make at least $100 average weekly.","External",NA,NA,NA,NA,3.4,5.4,NA,NA
"Make at least $100 average weekly.","Value",NA,NA,NA,NA,3.22222222222222,4.55555555555556,NA,NA
"Make improvements to my home and get read to rent it out in five months","Clarity",NA,NA,NA,5.16666666666667,NA,NA,NA,4.83333333333333
"Make improvements to my home and get read to rent it out in five months","Consensus",NA,NA,NA,1.5,NA,NA,NA,1
"Make improvements to my home and get read to rent it out in five months","External",NA,NA,NA,3.6,NA,NA,NA,4.2
"Make improvements to my home and get read to rent it out in five months","Value",NA,NA,NA,3.44444444444444,NA,NA,NA,4.625
"Make noticeable progress on a needlepoint project every week.","Clarity",5.83333333333333,NA,NA,NA,NA,NA,NA,6.16666666666667
"Make noticeable progress on a needlepoint project every week.","Consensus",2,NA,NA,NA,NA,NA,NA,-0.25
"Make noticeable progress on a needlepoint project every week.","External",2.8,NA,NA,NA,NA,NA,NA,2
"Make noticeable progress on a needlepoint project every week.","Value",3.33333333333333,NA,NA,NA,NA,NA,NA,2.75
"Making more money on mturk weekly.","Clarity",NA,NA,5.83333333333333,4.83333333333333,NA,NA,NA,NA
"Making more money on mturk weekly.","Consensus",NA,NA,2.66666666666667,1.25,NA,NA,NA,NA
"Making more money on mturk weekly.","External",NA,NA,4.66666666666667,2,NA,NA,NA,NA
"Making more money on mturk weekly.","Value",NA,NA,4.16666666666667,2.22222222222222,NA,NA,NA,NA
"My final goal is to plan out where I am going to be living upon moving during the summer","Clarity",6.16666666666667,NA,NA,NA,4.66666666666667,NA,NA,NA
"My final goal is to plan out where I am going to be living upon moving during the summer","Consensus",3.25,NA,NA,NA,2,NA,NA,NA
"My final goal is to plan out where I am going to be living upon moving during the summer","External",4.8,NA,NA,NA,3.4,NA,NA,NA
"My final goal is to plan out where I am going to be living upon moving during the summer","Value",3.55555555555556,NA,NA,NA,3.11111111111111,NA,NA,NA
"My first goal is to get a promotion at work by the next promo cycle","Clarity",NA,NA,NA,4.33333333333333,NA,NA,3.83333333333333,NA
"My first goal is to get a promotion at work by the next promo cycle","Consensus",NA,NA,NA,2.25,NA,NA,2.25,NA
"My first goal is to get a promotion at work by the next promo cycle","External",NA,NA,NA,2.8,NA,NA,2.4,NA
"My first goal is to get a promotion at work by the next promo cycle","Value",NA,NA,NA,3.55555555555556,NA,NA,5.33333333333333,NA
"My first goal is to quit smoking completely starting immediately.","Clarity",NA,5.5,NA,4.83333333333333,NA,NA,NA,NA
"My first goal is to quit smoking completely starting immediately.","Consensus",NA,3.25,NA,3,NA,NA,NA,NA
"My first goal is to quit smoking completely starting immediately.","External",NA,5.4,NA,4.8,NA,NA,NA,NA
"My first goal is to quit smoking completely starting immediately.","Value",NA,5.33333333333333,NA,4.22222222222222,NA,NA,NA,NA
"My goal in 6 months is to build a stronger immune system.","Clarity",5.16666666666667,NA,NA,4.16666666666667,NA,NA,NA,NA
"My goal in 6 months is to build a stronger immune system.","Consensus",4.5,NA,NA,3,NA,NA,NA,NA
"My goal in 6 months is to build a stronger immune system.","External",3.2,NA,NA,2.6,NA,NA,NA,NA
"My goal in 6 months is to build a stronger immune system.","Value",3,NA,NA,2.88888888888889,NA,NA,NA,NA
"My goal is 6 months is to travel to more countries.","Clarity",NA,6.5,5.16666666666667,NA,NA,NA,NA,NA
"My goal is 6 months is to travel to more countries.","Consensus",NA,1,2.5,NA,NA,NA,NA,NA
"My goal is 6 months is to travel to more countries.","External",NA,3.2,4.5,NA,NA,NA,NA,NA
"My goal is 6 months is to travel to more countries.","Value",NA,5.5,4,NA,NA,NA,NA,NA
"My Goal is achieve the higher Position.","Clarity",NA,3.8,NA,NA,4.33333333333333,NA,NA,NA
"My Goal is achieve the higher Position.","Consensus",NA,3,NA,NA,4,NA,NA,NA
"My Goal is achieve the higher Position.","External",NA,4,NA,NA,6.2,NA,NA,NA
"My Goal is achieve the higher Position.","Value",NA,5,NA,NA,6.44444444444444,NA,NA,NA
"My goal is by the end of the year, have $3K in my savings account and $3k in my checking account.","Clarity",NA,NA,NA,4.83333333333333,NA,5.83333333333333,NA,NA
"My goal is by the end of the year, have $3K in my savings account and $3k in my checking account.","Consensus",NA,NA,NA,2.75,NA,3.5,NA,NA
"My goal is by the end of the year, have $3K in my savings account and $3k in my checking account.","External",NA,NA,NA,3.2,NA,4.6,NA,NA
"My goal is by the end of the year, have $3K in my savings account and $3k in my checking account.","Value",NA,NA,NA,3.88888888888889,NA,4.88888888888889,NA,NA
"My Goal is Decrease the Angry.","Clarity",NA,4,NA,NA,NA,NA,3.6,NA
"My Goal is Decrease the Angry.","Consensus",NA,5.33333333333333,NA,NA,NA,NA,1,NA
"My Goal is Decrease the Angry.","External",NA,5.5,NA,NA,NA,NA,4.2,NA
"My Goal is Decrease the Angry.","Value",NA,4.75,NA,NA,NA,NA,4.44444444444444,NA
"My goal is eat healthier this year.","Clarity",NA,NA,NA,4.83333333333333,5.5,NA,NA,NA
"My goal is eat healthier this year.","Consensus",NA,NA,NA,3,3.5,NA,NA,NA
"My goal is eat healthier this year.","External",NA,NA,NA,3,4.2,NA,NA,NA
"My goal is eat healthier this year.","Value",NA,NA,NA,3,4.33333333333333,NA,NA,NA
"My goal is exercise for 50 mins/day, 6 days/week, ongoing.","Clarity",NA,NA,6.5,NA,NA,NA,NA,5.66666666666667
"My goal is exercise for 50 mins/day, 6 days/week, ongoing.","Consensus",NA,NA,4,NA,NA,NA,NA,1.5
"My goal is exercise for 50 mins/day, 6 days/week, ongoing.","External",NA,NA,5,NA,NA,NA,NA,4.6
"My goal is exercise for 50 mins/day, 6 days/week, ongoing.","Value",NA,NA,4.5,NA,NA,NA,NA,4.25
"My goal is for my wife and I to get pregnant","Clarity",NA,5.2,5.8,NA,NA,6.5,NA,NA
"My goal is for my wife and I to get pregnant","Consensus",NA,2.25,3.5,NA,NA,2.25,NA,NA
"My goal is for my wife and I to get pregnant","External",NA,3.75,2.8,NA,NA,5.4,NA,NA
"My goal is for my wife and I to get pregnant","Value",NA,5.625,4.44444444444444,NA,NA,4.66666666666667,NA,NA
"My Goal is Gaining the Knowledge for daily.","Clarity",2.5,NA,NA,NA,4.83333333333333,NA,NA,NA
"My Goal is Gaining the Knowledge for daily.","Consensus",1,NA,NA,NA,0.75,NA,NA,NA
"My Goal is Gaining the Knowledge for daily.","External",1,NA,NA,NA,1.2,NA,NA,NA
"My Goal is Gaining the Knowledge for daily.","Value",2.16666666666667,NA,NA,NA,4.22222222222222,NA,NA,NA
"My Goal is improve the peaceful life for everytime.","Clarity",2,NA,NA,2.8,NA,NA,NA,NA
"My Goal is improve the peaceful life for everytime.","Consensus",0.333333333333333,NA,NA,-0.333333333333333,NA,NA,NA,NA
"My Goal is improve the peaceful life for everytime.","External",3.5,NA,NA,2.75,NA,NA,NA,NA
"My Goal is improve the peaceful life for everytime.","Value",4,NA,NA,4.5,NA,NA,NA,NA
"My Goal is Improving the Friends.","Clarity",NA,NA,6,NA,NA,NA,NA,3.5
"My Goal is Improving the Friends.","Consensus",NA,NA,2.33333333333333,NA,NA,NA,NA,1
"My Goal is Improving the Friends.","External",NA,NA,7,NA,NA,NA,NA,3
"My Goal is Improving the Friends.","Value",NA,NA,5.57142857142857,NA,NA,NA,NA,3
"My goal is lose 20 pounds in three months","Clarity",5.66666666666667,NA,NA,NA,NA,5.33333333333333,NA,NA
"My goal is lose 20 pounds in three months","Consensus",3.5,NA,NA,NA,NA,2.75,NA,NA
"My goal is lose 20 pounds in three months","External",1.2,NA,NA,NA,NA,4.8,NA,NA
"My goal is lose 20 pounds in three months","Value",2.88888888888889,NA,NA,NA,NA,4.33333333333333,NA,NA
"My goal is lose five pounds by the end of April.","Clarity",NA,NA,NA,5.16666666666667,NA,NA,NA,5.16666666666667
"My goal is lose five pounds by the end of April.","Consensus",NA,NA,NA,2.5,NA,NA,NA,0.75
"My goal is lose five pounds by the end of April.","External",NA,NA,NA,2.4,NA,NA,NA,2.4
"My goal is lose five pounds by the end of April.","Value",NA,NA,NA,3.11111111111111,NA,NA,NA,2.625
"My goal is make $500 on Amazon Turk by the end of May 2021","Clarity",NA,7,NA,NA,NA,NA,NA,4.66666666666667
"My goal is make $500 on Amazon Turk by the end of May 2021","Consensus",NA,0.75,NA,NA,NA,NA,NA,1
"My goal is make $500 on Amazon Turk by the end of May 2021","External",NA,3.8,NA,NA,NA,NA,NA,3.2
"My goal is make $500 on Amazon Turk by the end of May 2021","Value",NA,4.33333333333333,NA,NA,NA,NA,NA,3.5
"My goal is meet all deadlines for work in the upcoming quarter-end.","Clarity",NA,6.83333333333333,5.33333333333333,NA,NA,NA,6.16666666666667,NA
"My goal is meet all deadlines for work in the upcoming quarter-end.","Consensus",NA,1.5,4.25,NA,NA,NA,3.25,NA
"My goal is meet all deadlines for work in the upcoming quarter-end.","External",NA,5.8,3.6,NA,NA,NA,5.2,NA
"My goal is meet all deadlines for work in the upcoming quarter-end.","Value",NA,4.11111111111111,3.88888888888889,NA,NA,NA,4.33333333333333,NA
"My goal is not eat any bread for the next two months, in order to lose ten pounds","Clarity",NA,NA,NA,6.33333333333333,7,NA,NA,NA
"My goal is not eat any bread for the next two months, in order to lose ten pounds","Consensus",NA,NA,NA,3,3,NA,NA,NA
"My goal is not eat any bread for the next two months, in order to lose ten pounds","External",NA,NA,NA,3.6,4,NA,NA,NA
"My goal is not eat any bread for the next two months, in order to lose ten pounds","Value",NA,NA,NA,3.55555555555556,3.11111111111111,NA,NA,NA
"My goal is save 500 dollars in my account in 3 months.","Clarity",NA,6.83333333333333,NA,NA,NA,NA,NA,4.66666666666667
"My goal is save 500 dollars in my account in 3 months.","Consensus",NA,2,NA,NA,NA,NA,NA,2
"My goal is save 500 dollars in my account in 3 months.","External",NA,2.5,NA,NA,NA,NA,NA,5.2
