"MTurkCode","goal_order","content","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility","total_fac","total_con","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","priority","progress_base","satisfaction_base","Extraversion_mean","Agreeableness_mean","Conscientiousness_mean","Neuroticism_mean","OpenMindedness_mean","BSCS_mean","GSE_mean","GS_mean","LET_mean","PS_mean","RSE_mean","SWL_mean","PSS_mean","K10_mean","BAS_drive","BAS_funSeeking","BAS_rewardResponse","BIS","GAT_disengagement","GAT_reengagement","age","gender","gender_4_TEXT","race","ethnicity","occupation","education","marital_status","income","subjectiveSES","three_month_goals","Value_4","Clarity_4","External_4","Consensus_4","Value_6","External_6","Attainability_6","Consensus_6","Measurability_6","Instrumentality_6","endTime","initial_time","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final","status","time_point","affordance_post","approach_avoidance_post","attainability_post","attainment_maintenance_post","attractiveness_achievement_post","attractiveness_progress_post","basic_needs_post","clarity_post","commonality_post","conflict_post","connectedness_post","construal_level_post","control_post","difficulty_post","end_state_specificity_post","external_importance_post","external_motivation_post","frequency_post","ideal_motivation_post","identified_motivation_post","importance_post","instrumentality_post","intrinsic_motivation_post","introjected_motivation_post","meaningfulness_post","measurability_post","ought_motivation_post","social_desirability_post","specificity_post","temporal_duration_post","visibility_post","adjusted_goals_F1","adjusted_goals_F2","adjusted_goals_F3","adjust_num","post_timePoint","Value_4_post","Clarity_4_post","External_4_post","Consensus_4_post","Value_6_post","External_6_post","Attainability_6_post","Consensus_6_post","Measurability_6_post","Instrumentality_6_post"
"AS6FM754MF2B2",2,"physical health","My goal is to maintain my current weight by eating healthy meals every week.",4,3,"recurrance",3,7,10,3,6,6,7,7,7,7,1,7,5,7,4,6,1,3,4,3,1,7,7,5,7,8,6,3,7,6,5,4,4,5,7,5,7,4,3,4,5,1.83,1.92,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,1,9,5,2.33333333333333,4.66666666666667,4.33333333333333,2.66666666666667,3,3.46153846153846,3.2,3.75,3.83333333333333,3.425,2.1,3.8,1.5,2,3.25,2.5,4,3,2.25,4.83333333333333,31,2,NA,"5",2,"Accounts manager (Finance)",4,1,5,4,"",6.1,5,4.6,4.5,6.28571428571429,4,4,4.5,4.5,6.66666666666667,NA,1,4,7,5,5,7,3,7,5,"continued",2,3,7,5,6,9,3,7,7,"continued",4,2,6,5,6,7,2,7,5,"continued",4,NA,2.16666666666667,2.16666666666667,1.83333333333333,"F3",FALSE,TRUE,7,5,"continued","continued","F3",5,3,9,7,6,7,5,6,6,1,5,3,7,4,3,3,2,2,7,7,7,7,4,7,6,7,2,7,5,5,4,NA,NA,NA,0,"F3",5.9,5.42857142857143,3.6,3.5,6.14285714285714,3.16666666666667,4,3.5,6,6.33333333333333
"AS6FM754MF2B2",3,"finance","My goal is to save money out of every paycheck to pay off my car loan.",4,3,"long-term",3,7,7,7,7,6,5,6,5,5,5,5,4,4,6,4,1,4,3,2,1,5,7,7,7,6,7,2,3,4,7,2,4,5,7,6,7,6,4,4,2,1.83,1.92,1,0,3,3.46,1,0,2.67,2.89,-2,-1.67,2,4,3,2.33333333333333,4.66666666666667,4.33333333333333,2.66666666666667,3,3.46153846153846,3.2,3.75,3.83333333333333,3.425,2.1,3.8,1.5,2,3.25,2.5,4,3,2.25,4.83333333333333,31,2,NA,"5",2,"Accounts manager (Finance)",4,1,5,4,"Save at least $500 if not more to pay towards the principal amount on the loan.",5.8,4,3.2,3.75,5.71428571428571,3.5,2.5,3.75,6.5,5.33333333333333,NA,3,1,7,6,7,9,1,6,7,"continued",4,4,5,5,5,7,1,5,5,"continued",4,5,6,5,6,10,1,5,5,"continued",6,NA,2,2.5,2.66666666666667,"F3",FALSE,TRUE,10,5,"continued","continued","F3",3,1,9,1,7,7,4,5,7,5,6,4,5,7,2,3,4,2,5,7,7,7,2,5,4,7,4,7,7,4,4,NA,NA,NA,0,"F3",6.1,4.42857142857143,4,4,5.85714285714286,4.16666666666667,2.5,4,7,6
"AS6FM754MF2B2",4,"finance","My goal is to save money to go away on a small trip by my birthday in June.",4,3,"short-term",3,7,6,7,5,6,5,6,5,7,5,2,1,4,4,3,1,4,1,1,2,5,4,5,4,4,4,7,3,4,7,7,2,5,6,5,6,6,3,5,4,1.83,1.92,1,0,2.67,2.89,1,0,3,3.46,-1.67,-2,4,2,1,2.33333333333333,4.66666666666667,4.33333333333333,2.66666666666667,3,3.46153846153846,3.2,3.75,3.83333333333333,3.425,2.1,3.8,1.5,2,3.25,2.5,4,3,2.25,4.83333333333333,31,2,NA,"5",2,"Accounts manager (Finance)",4,1,5,4,"",3.9,3.85714285714286,2.8,2.75,4.14285714285714,3.16666666666667,2.75,2.75,6.5,3.33333333333333,"three_month",5,6,3,3,5,4,4,5,3,"continued",6,8,2,2,2,3,1,3,1,"abandoned",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",3.66666666666667,4,NA,"F2",FALSE,NA,3,1,"abandoned","abandoned","F2",3,1,2,2,6,5,5,3,5,6,4,2,7,6,1,2,1,1,5,5,4,4,7,3,5,7,2,6,6,2,3,NA,NA,NA,0,"F2",4.6,3.14285714285714,2.2,2.25,4.57142857142857,2.83333333333333,0.5,2.25,6.5,5
"A10LHWALI4BZPC",1,"physical health","My goal is to workout 4-6 days per week.",4,10,"recurrance",7,7,10,1,6,5,7,7,7,3,1,3,5,7,3,6,2,3,1,3,1,7,7,7,7,8,5,5,5,7,7,2,1,2,4,7,7,7,1,4,4,1.5,1.33,1.33,0.58,1,0,1.67,1.15,1.33,0.58,0.33,0.33,2,9,7,4.33333333333333,2.66666666666667,4.66666666666667,1.33333333333333,5,4.92307692307692,3.7,3.875,4,3.775,2.8,5.2,1.4,1.7,2.75,2.25,3.4,1.85714285714286,3.75,4.16666666666667,29,1,NA,"5",2,"",5,1,7,7,"",5.5,6.28571428571429,2.8,3,6.28571428571429,2.5,5.25,3,7,5,NA,1,3,5,5,5,10,2,7,7,"continued",3,2,5,5,5,10,5,6,6,"continued",4,4,5,5,6,10,3,6,6,"continued",4,NA,1.66666666666667,1.66666666666667,2,"F3",FALSE,TRUE,10,6,"continued","continued","F3",7,1,9,5,5,6,7,6,5,1,2,3,6,3,1,3,1,2,7,7,7,4,6,6,7,7,1,7,7,4,5,NA,NA,NA,0,"F3",5.1,5.85714285714286,3.2,3.25,6,2.83333333333333,4.75,3.25,7,4
"A10LHWALI4BZPC",2,"other","My goal is to move to a new house within the next month. ",4,10,"short-term",3,7,10,7,3,3,5,7,6,4,1,2,3,5,2,4,NA,1,1,1,2,5,3,6,4,6,2,5,1,3,7,6,1,1,3,5,5,7,3,3,7,1.5,1.33,2.67,1.53,1.33,0.58,1,0,1.33,0.58,1.33,-0.33,3,6,5,4.33333333333333,2.66666666666667,4.66666666666667,1.33333333333333,5,4.92307692307692,3.7,3.875,4,3.775,2.8,5.2,1.4,1.7,2.75,2.25,3.4,1.85714285714286,3.75,4.16666666666667,29,1,NA,"5",2,"",5,1,7,7,"",3,5.42857142857143,2.2,2.25,3.42857142857143,2,4.5,2.25,7,3,"next_month",3,3,7,5,7,10,7,7,7,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.66666666666667,NA,NA,"F1",FALSE,NA,10,7,"completed","completed","F1",7,2,11,1,4,5,5,6,3,2,3,3,6,1,1,3,1,1,5,3,4,3,7,1,4,7,1,7,6,3,5,NA,NA,NA,0,"F1",3.5,5.85714285714286,2.2,2,4,2.16666666666667,5.75,2,6.5,4
"A10LHWALI4BZPC",3,"social/relationship","My goal is to find a new girlfriend in the next 2 months",4,10,"long-term",3,7,5,7,5,5,3,5,4,6,1,1,4,5,6,4,NA,3,1,3,2,7,6,5,5,6,4,7,2,4,6,7,2,2,4,6,5,5,3,2,3,1.5,1.33,1,0,2,0,2.33,1.53,1.33,0.58,-1,1,4,2,3,4.33333333333333,2.66666666666667,4.66666666666667,1.33333333333333,5,4.92307692307692,3.7,3.875,4,3.775,2.8,5.2,1.4,1.7,2.75,2.25,3.4,1.85714285714286,3.75,4.16666666666667,29,1,NA,"5",2,"",5,1,7,7,"I plan to meet new people and go on a few dates, and will see where those lead.",4.7,4,2.2,1.75,5.14285714285714,2,1.75,1.75,5.5,3.33333333333333,NA,3,5,4,4,5,3,3,3,3,"continued",4,2,6,4,6,6,5,6,5,"continued",3,4,4,5,3,4,6,5,3,"continued",4,NA,3.16666666666667,1.5,3.16666666666667,"F3",FALSE,TRUE,4,3,"continued","continued","F3",4,1,2,1,4,4,3,5,7,2,2,2,3,6,4,4,6,1,5,4,4,3,5,2,3,7,7,7,6,3,6,NA,NA,NA,0,"F3",3.7,3.57142857142857,5,3,3.71428571428571,4.5,1.25,3,6.5,2.66666666666667
"A10LHWALI4BZPC",4,"physical health","My goal is to continue to be vegan every day. ",4,10,"recurrance",7,3,11,2,6,6,6,7,7,1,1,2,7,7,7,7,1,2,1,3,1,7,7,7,7,7,7,5,6,7,7,5,1,1,6,7,3,7,4,3,7,1.5,1.33,1,0,1,0,1,0,1.33,0.58,0,-0.33,1,NA,NA,4.33333333333333,2.66666666666667,4.66666666666667,1.33333333333333,5,4.92307692307692,3.7,3.875,4,3.775,2.8,5.2,1.4,1.7,2.75,2.25,3.4,1.85714285714286,3.75,4.16666666666667,29,1,NA,"5",2,"",5,1,7,7,"",6.3,6.42857142857143,3.4,1.25,6.71428571428571,3,4.5,1.25,7,5.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"continued","F3",7,3,11,5,5,6,3,7,2,1,2,6,7,3,1,2,1,2,7,7,7,4,5,3,7,7,1,3,7,4,7,NA,NA,NA,0,"F3",5.4,6.42857142857143,2.8,0.75,6.42857142857143,2.5,5.5,0.75,7,4.33333333333333
"A3989GRV3UV5VW",1,"finance","I want to increase my income this year by 10 percent over last year.",3,3,"recurrance",7,7,7,5,6,5,4,5,7,2,3,4,7,5,6,6,3,4,1,1,1,6,6,5,7,8,6,6,1,6,7,4,2,2,6,5,6,7,3,7,5,1.5,1.5,1,0,2,1.41,2.5,2.12,1.5,0.71,-1,1,1,7,4,3.66666666666667,4.33333333333333,5,1,4.33333333333333,4.07692307692308,3.6,4.125,4.16666666666667,3.3,2.8,5.6,0.3,1,3,2,3,1,3.25,4,55,1,NA,"5",2,"Administration",2,2,6,8,"",5.9,5,2.6,1.5,6.14285714285714,2.66666666666667,3.25,1.5,7,5,NA,1,2,7,6,7,8,6,7,5,"continued",7,3,7,7,5,9,4,7,6,"continued",7,3,7,5,5,8,3,6,5,"continued",6,NA,1.83333333333333,1.83333333333333,1.83333333333333,"F3",FALSE,TRUE,8,5,"continued","continued","F3",5,1,10,3,5,5,5,5,4,2,3,4,6,4,1,3,1,2,4,6,6,4,4,4,4,7,2,6,7,3,3,NA,NA,NA,0,"F3",4.5,5.42857142857143,2.6,2.75,4.85714285714286,2.5,4,2.75,7,4.33333333333333
"A3989GRV3UV5VW",2,"physical health","I want to get back in the habit of exercising daily and lose at least 20 pounds by the end of the year.",3,3,"long-term",6,7,9,3,7,7,7,7,7,5,3,6,3,7,5,6,2,7,1,1,1,7,7,6,7,7,6,7,5,6,7,7,1,3,5,7,7,5,4,6,2,1.5,1.5,2.5,2.12,1.5,0.71,1,0,2,1.41,1,-1,2,1,2,3.66666666666667,4.33333333333333,5,1,4.33333333333333,4.07692307692308,3.6,4.125,4.16666666666667,3.3,2.8,5.6,0.3,1,3,2,3,1,3.25,4,55,1,NA,"5",2,"Administration",2,2,6,8,"I will have exercised at least  45 minutes to an hour 3 or more times per week and lost 6 or 7 pounds.",6.1,5.42857142857143,3.2,3,6.28571428571429,3.16666666666667,4.25,3,6,6.33333333333333,NA,2,8,3,3,6,2,5,6,3,"adjusted",3,1,7,7,7,NA,4,7,NA,"continued",7,1,7,7,1,NA,2,7,NA,"continued",7,NA,2.83333333333333,1.5,1.5,"F3",FALSE,NA,NA,NA,"continued","continued","F3",7,1,11,4,6,6,5,7,5,3,4,3,6,4,2,6,2,2,5,7,6,4,5,2,5,7,2,5,5,4,5,"I want to increase the amount of exercise that I do and lose some weight.",NA,NA,1,"F3",5,5.71428571428571,3.4,2.5,5.42857142857143,3.33333333333333,5.25,2.5,6,4.66666666666667
"A3989GRV3UV5VW",3,"skill development","I want to learn to speak Vietnamese.",3,3,"long-term",6,7,7,5,5,6,4,4,5,3,1,2,4,5,6,4,1,5,1,1,1,6,4,4,5,8,3,5,1,4,4,6,1,4,4,7,4,7,4,6,3,1.5,1.5,1,0,1,0,1,0,1,0,0,0,3,0,2,3.66666666666667,4.33333333333333,5,1,4.33333333333333,4.07692307692308,3.6,4.125,4.16666666666667,3.3,2.8,5.6,0.3,1,3,2,3,1,3.25,4,55,1,NA,"5",2,"Administration",2,2,6,8,"I want to learn basic conversation skills and to start to learn to read and write in Vietnamese.",4.5,4.57142857142857,2.2,1.5,4.85714285714286,2,2.75,1.5,5.5,3.33333333333333,NA,1,2,5,4,5,1,4,6,4,"continued",4,8,4,3,4,1,5,5,2,"continued",4,5,4,4,3,2,5,4,3,"continued",4,NA,2.33333333333333,2.66666666666667,2.66666666666667,"F3",FALSE,TRUE,2,3,"continued","continued","F3",4,1,5,1,6,5,2,4,2,3,2,6,6,6,3,4,2,1,5,5,5,2,4,1,4,4,2,4,7,3,3,NA,NA,NA,0,"F3",4.6,3.85714285714286,2.4,1,5.14285714285714,2.5,1.75,1,5.5,3.33333333333333
"A1BG47GSHQ9WSU",1,"physical health","I want to lose 10-15 pounds over the next 3 months.",2,2,"short-term",6,7,8,6,5,5,7,7,5,7,3,2,4,7,4,5,2,3,4,1,2,5,4,5,5,6,5,1,4,6,7,4,2,2,4,7,7,4,3,5,3,2,2,2,NA,2,NA,2,NA,2,NA,0,0,1,0,4,2,3.66666666666667,4.33333333333333,1.33333333333333,2.33333333333333,3.76923076923077,3.2,3.875,3.83333333333333,3.125,2.3,5,0.9,1.4,2.25,2.25,3.2,2.42857142857143,2.25,3.33333333333333,34,1,NA,"5",2,"sports data reporter",4,1,3,6,"",4.5,5.14285714285714,3.2,5,4.85714285714286,3.16666666666667,4.25,5,5.5,4.66666666666667,"three_month",3,2,4,5,5,3,4,6,5,"continued",3,4,4,4,5,4,4,5,4,"continued",4,8,4,3,5,3,4,5,2,"abandoned",3,"F3",2.16666666666667,2.5,2.66666666666667,"F3",FALSE,TRUE,3,2,"abandoned","abandoned","F3",4,1,2,3,5,5,6,6,7,4,2,5,7,6,2,2,4,1,4,5,5,4,2,5,5,7,3,7,4,3,3,NA,NA,NA,0,"F3",4.6,3.71428571428571,3.4,4.5,4.85714285714286,3.5,1.5,4.5,5.5,4.33333333333333
"A1BG47GSHQ9WSU",2,"finance","I want to earn at least $1500 every month from traditional means of income",2,2,"recurrance",4,7,7,3,5,5,6,6,5,5,3,2,5,3,5,6,3,4,3,1,1,4,5,5,5,6,2,2,3,5,6,4,2,2,4,5,6,6,3,3,2,2,2,2,NA,2,NA,2,NA,2,NA,0,0,2,0,4,2,3.66666666666667,4.33333333333333,1.33333333333333,2.33333333333333,3.76923076923077,3.2,3.875,3.83333333333333,3.125,2.3,5,0.9,1.4,2.25,2.25,3.2,2.42857142857143,2.25,3.33333333333333,34,1,NA,"5",2,"sports data reporter",4,1,3,6,"",4.3,4.14285714285714,2.8,3.75,4.85714285714286,2.83333333333333,3,3.75,6,2.33333333333333,NA,3,4,4,4,4,3,4,6,5,"continued",3,2,4,5,5,6,4,6,5,"continued",3,3,6,6,5,10,4,7,7,"completed",3,"F3",2,2.16666666666667,2,"F3",FALSE,TRUE,10,7,"completed","completed","F3",4,1,11,1,5,5,6,6,6,3,3,4,5,4,1,3,4,1,4,5,5,4,2,3,5,7,2,7,6,3,1,NA,NA,NA,0,"F3",4.4,5.14285714285714,2.6,4.25,4.71428571428571,2.66666666666667,4.25,4.25,6.5,4
"A350SLJRMBIFM4",1,"other","My goal is to teach my dog to recognize numbers and quantities up to ten in three months.",4,4,"long-term",6,7,9,7,5,6,1,5,4,1,1,1,1,4,3,4,3,1,1,1,2,4,5,5,2,4,1,5,1,6,6,2,1,2,3,6,2,7,3,1,7,1.83,1.67,1.33,0.58,1,0,1.33,0.58,1,0,0.33,0.33,4,3,6,3,3.33333333333333,2.33333333333333,2.33333333333333,5,3.69230769230769,2.9,2.375,3.5,2.9,2.2,2.4,1.7,1.4,2,1.75,3.4,3.14285714285714,3.75,3.33333333333333,63,2,NA,"5",2,"Retired (artist)",4,2,5,5,"I anticipate working with my dog for a few minutes every night for the next three months to teach him numbers at his own pace, but I believe we will accomplish counting up to ten by the end of three months.",3.4,5.14285714285714,2.2,-0.25,4.14285714285714,2,4.25,-0.25,6.5,2,NA,5,3,7,4,5,6,1,7,7,"continued",4,4,6,2,4,8,6,7,7,"continued",3,2,6,2,4,11,5,7,7,"completed",2,"F3",2.16666666666667,1.83333333333333,1.83333333333333,"F3",FALSE,TRUE,11,7,"completed","completed","F3",7,1,11,2,5,5,2,7,1,1,2,2,2,2,1,1,1,1,4,5,5,4,5,2,6,7,1,5,1,3,6,NA,NA,NA,0,"F3",4,4.85714285714286,2.2,0.75,4.57142857142857,2,5.75,0.75,4,2.66666666666667
"A350SLJRMBIFM4",2,"house work","My goal is to harvest tomatoes from my own vegetable garden in four months.",4,4,"long-term",6,7,8,6,6,6,5,6,6,5,1,4,3,7,3,4,3,3,5,3,NA,5,6,5,5,8,4,5,2,4,6,3,1,6,5,6,5,6,3,5,1,1.83,1.67,2.67,2.08,1.67,1.15,2,1.73,2,1.73,1,0,3,1,2,3,3.33333333333333,2.33333333333333,2.33333333333333,5,3.69230769230769,2.9,2.375,3.5,2.9,2.2,2.4,1.7,1.4,2,1.75,3.4,3.14285714285714,3.75,3.33333333333333,63,2,NA,"5",2,"Retired (artist)",4,2,5,5,"My goal is replace part of my front lawn with vegetables within six weeks, hopefully inspiring neighbors to use their land for food instead of wasteful grass.",4.6,5.42857142857143,2.4,2.5,5,2.16666666666667,4.25,2.5,6,5,NA,1,4,4,6,5,4,1,4,3,"adjusted",5,4,4,5,5,5,1,2,2,"abandoned",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2,3,NA,"F2",FALSE,NA,5,2,"abandoned","abandoned","F2",2,1,2,2,4,4,3,2,5,1,3,2,3,3,1,3,2,1,5,6,3,5,5,2,4,4,1,6,6,3,6,"We had an unexpected hard freeze and 4"" of snow that killed my baby tomato plants, so now my plan is delayed because I have to start over with new plants.",NA,NA,1,"F2",3.9,2.57142857142857,2.8,2.25,4,2.5,0.75,2.25,5,3.66666666666667
"A350SLJRMBIFM4",3,"physical health","My goal is to lose 12 pounds in three months.",4,4,"short-term",6,7,10,6,6,6,7,6,7,7,1,3,3,6,4,6,3,1,2,3,2,7,7,6,7,6,5,6,2,6,7,2,2,5,6,7,6,7,3,5,2,1.83,1.67,2.33,1.53,1.33,0.58,2.67,2.08,1.67,1.15,1,1,2,1,4,3,3.33333333333333,2.33333333333333,2.33333333333333,5,3.69230769230769,2.9,2.375,3.5,2.9,2.2,2.4,1.7,1.4,2,1.75,3.4,3.14285714285714,3.75,3.33333333333333,63,2,NA,"5",2,"Retired (artist)",4,2,5,5,"",5.4,5.85714285714286,1.8,3.5,6,1.66666666666667,4.5,3.5,7,4.66666666666667,"three_month",3,8,6,3,3,2,1,6,2,"continued",4,8,4,5,3,3,1,4,2,"continued",6,8,4,5,5,5,1,5,1,"continued",4,NA,2.33333333333333,3.33333333333333,2.83333333333333,"F3",FALSE,TRUE,5,1,"continued","continued","F3",3,2,2,3,6,6,7,5,7,1,5,5,5,6,1,2,5,1,6,7,7,6,6,5,7,7,5,4,7,3,3,NA,NA,NA,0,"F3",6.1,4,4,3,6.28571428571429,3.5,1,3,7,5.33333333333333
"A350SLJRMBIFM4",4,"finance","My goal is to make at least $400 every month on MTurk.",4,4,"recurrance",4,5,9,5,4,4,7,6,7,1,6,2,3,6,4,6,2,7,7,3,1,4,7,5,7,5,1,1,6,5,7,5,6,2,6,6,3,7,3,6,3,1.83,1.67,1,0,2.67,1.53,1.33,0.58,2,1,-1.67,-0.67,1,8,5,3,3.33333333333333,2.33333333333333,2.33333333333333,5,3.69230769230769,2.9,2.375,3.5,2.9,2.2,2.4,1.7,1.4,2,1.75,3.4,3.14285714285714,3.75,3.33333333333333,63,2,NA,"5",2,"Retired (artist)",4,2,5,5,"",4.1,4.71428571428571,5.8,2.5,4.85714285714286,5.83333333333333,3.75,2.5,7,3,NA,4,2,7,6,6,9,7,6,6,"continued",7,2,7,6,5,11,6,6,7,"completed",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.16666666666667,2.33333333333333,NA,"F2",FALSE,NA,11,7,"completed","completed","F2",6,1,11,3,5,5,6,7,2,5,3,4,6,4,1,6,6,2,6,6,6,6,3,6,5,7,6,6,7,3,7,NA,NA,NA,0,"F2",5,5.57142857142857,6.2,2.75,5.28571428571429,6,5,2.75,7,5
"A1BIJGB7XA0GME",1,"finance","To finish saving money to get my roof repaired next month before the rainey season starts here in FL.",3,3,"short-term",6,7,11,1,6,7,7,7,7,7,2,1,4,7,3,6,3,7,7,1,2,1,7,7,7,6,1,1,3,3,7,7,7,3,7,7,7,7,3,7,7,1,1,1,0,1,0,1,0,1,0,0,0,1,8,6,4.66666666666667,4.33333333333333,3.66666666666667,1,3.33333333333333,3.23076923076923,3.8,3,5,3.225,3,5.4,1.4,1.2,3.5,3,3.6,2.71428571428571,4.5,5,55,2,NA,"5",2,"Medical Claims Coder",3,4,3,4,"",4,6.14285714285714,6.2,5,5,5.5,5.25,5,7,3,"next_month",3,3,7,7,7,11,1,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",1.66666666666667,NA,NA,"F1",FALSE,NA,11,7,"completed","completed","F1",7,1,11,7,6,5,7,7,7,1,1,7,7,7,1,7,7,1,1,7,7,1,1,7,5,7,7,7,7,3,7,NA,NA,NA,0,"F1",4.7,6.42857142857143,7,5,5.42857142857143,6,4.5,5,7,3
"A1BIJGB7XA0GME",2,"physical health","My goal is to go to the dentist to get the rest of my dental implants before summer.",3,3,"short-term",5,7,11,1,7,7,7,7,7,7,1,1,7,7,5,2,3,4,1,2,2,5,7,7,7,7,1,1,7,7,7,7,3,6,7,7,7,7,3,5,7,1,1,1,0,1,0,1,0,1,0,0,0,2,6,3,4.66666666666667,4.33333333333333,3.66666666666667,1,3.33333333333333,3.23076923076923,3.8,3,5,3.225,3,5.4,1.4,1.2,3.5,3,3.6,2.71428571428571,4.5,5,55,2,NA,"5",2,"Medical Claims Coder",3,4,3,4,"",5.4,6.14285714285714,4.4,5,6.71428571428571,3.83333333333333,4.5,5,7,3,"three_month",2,6,1,1,5,1,1,7,1,"continued",5,6,1,2,3,3,1,5,1,"continued",4,2,7,6,7,4,1,5,3,"continued",7,NA,2.16666666666667,2.66666666666667,1.66666666666667,"F3",FALSE,TRUE,4,3,"continued","continued","F3",6,1,11,1,7,7,7,7,7,1,1,7,7,7,4,7,1,1,7,7,7,7,1,7,7,7,1,7,7,3,7,NA,NA,NA,0,"F3",6.4,6.28571428571429,4.6,5,7,4,4.25,5,7,5
"A1BIJGB7XA0GME",3,"house work","Clean and organize and paint my barn before the end of summer. I will also taken any items I don't need to the charity store.",3,3,"long-term",7,7,10,1,5,5,7,7,6,5,1,1,3,7,4,5,1,5,7,3,1,3,7,6,5,6,1,1,7,5,7,7,1,7,5,7,7,6,3,3,7,1,1,1,0,1,0,1,0,1,0,0,0,3,4,5,4.66666666666667,4.33333333333333,3.66666666666667,1,3.33333333333333,3.23076923076923,3.8,3,5,3.225,3,5.4,1.4,1.2,3.5,3,3.6,2.71428571428571,4.5,5,55,2,NA,"5",2,"Medical Claims Coder",3,4,3,4,"Even if I don't get the barn painted I will get the stalls that are being used cleaned up.",3.9,6.14285714285714,5.4,4.5,4.71428571428571,4.66666666666667,5,4.5,6.5,3,NA,3,5,4,2,6,2,1,7,1,"continued",1,4,7,5,7,5,1,7,6,"continued",3,5,4,4,5,11,5,7,3,"continued",3,NA,3.16666666666667,2.16666666666667,2.33333333333333,"F3",FALSE,TRUE,11,3,"continued","continued","F3",5,3,5,7,6,5,1,6,6,1,5,2,7,6,2,1,1,2,3,7,5,1,2,1,5,7,1,7,1,3,7,NA,NA,NA,0,"F3",4.5,4.28571428571429,2.2,3,4.71428571428571,2,2.5,3,4,4.33333333333333
"A5A14MTB35J23",1,"physical health","Complete 3 rounds of boxing within VR device (Oculus) at least 4 times a week.",5,6,"recurrance",7,7,9,5,5,6,7,7,7,1,2,5,1,6,5,7,2,4,2,1,1,5,5,6,6,5,5,5,1,2,7,5,2,2,2,7,5,7,3,6,4,1,1.35,1,0,1,0,1,0,1,0,0,0,3,5,3,3,2.33333333333333,4,1.33333333333333,1,3.84615384615385,3.4,4,4.5,3.375,2.9,6.2,0.9,1.2,3,2.25,3.8,2.14285714285714,4,3.66666666666667,52,1,NA,"5",2,"Client Relationship Manager",4,2,7,7,"",4.5,5.85714285714286,2.6,2,4.28571428571429,2.5,4.5,2,7,5.33333333333333,NA,4,8,4,4,6,6,4,5,3,"continued",3,7,2,2,2,2,2,6,2,"continued",2,7,3,3,6,3,2,6,2,"adjusted",2,NA,3.5,3.33333333333333,3,"F3",FALSE,TRUE,3,2,"adjusted","adjusted","F3",6,2,4,6,5,5,3,5,1,1,3,1,6,4,2,2,1,2,1,5,4,1,3,1,1,7,1,6,7,5,6,NA,NA,"Do 2 rounds 2 times a week",1,"F3",3,4.85714285714286,2.2,1.75,3.14285714285714,2,2.75,1.75,7,3.33333333333333
